BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001556.1	BGC0001556.1	Combamide biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001559.1	BGC0001559.1	Crocagin A / crocagin B biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0001560.1	BGC0001560.1	Cryptomaldamide biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Moorea producens JHB	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorea
BGC0001561.1	BGC0001561.1	Curacomycin biosynthetic gene cluster	nrps	NRPS	Streptomyces curacoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001562.1	BGC0001562.1	Curacomycin biosynthetic gene cluster	nrps	NRPS	Streptomyces curacoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001563.1	BGC0001563.1	Curvupallides biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Cochliobolus pallescens	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Cochliobolus
BGC0001564.1	BGC0001564.1	Cusperin biosynthetic gene cluster	transatpks-nrps-t2pks	PKS-NRP_Hybrids	Cuspidothrix issatschenkoi CHARLIE-1	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Cuspidothrix
BGC0001565.1	BGC0001565.1	Cyclosporin C biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Beauveria felina	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001567.1	BGC0001567.1	Cysteoamide biosynthetic gene cluster	nrps	NRPS	Streptomyces lincolnensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001569.1	BGC0001569.1	Dechlorocuracomycin biosynthetic gene cluster	nrps	NRPS	Streptomyces noursei ATCC 11455	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001570.1	BGC0001570.1	Deimino-antipain biosynthetic gene cluster	nrps	NRPS	Streptomyces albulus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001573.1	BGC0001573.1	Dihydrolysergic acid biosynthetic gene cluster	nrps	NRPS	Claviceps africana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0001574.1	BGC0001574.1	Diisonitrile antibiotic SF2768 biosynthetic gene cluster	nrps	NRPS	Streptomyces thioluteus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001575.1	BGC0001575.1	Dipeptide aldehydes biosynthetic gene cluster	nrps	NRPS	Ruminococcus sp. 5_1_39BFAA	Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
BGC0001582.1	BGC0001582.1	Ecumicin biosynthetic gene cluster	nrps-lantipeptide	Others	Nonomuraea sp. MJM5123	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0001584.1	BGC0001584.1	C-1027 biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. CB02366	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001585.1	BGC0001585.1	Melinacidin IV biosynthetic gene cluster	nrps	NRPS	Escovopsis weberi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis
BGC0001593.1	BGC0001593.1	Ficellomycin biosynthetic gene cluster	nrps-siderophore	Others	Streptomyces ficellus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001598.1	BGC0001598.1	Foxicins A–D biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces diastatochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001599.1	BGC0001599.1	Fragin biosynthetic gene cluster	nrps	NRPS	Burkholderia cenocepacia H111	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0001608.1	BGC0001608.1	Glidopeptin biosynthetic gene cluster	nrps	NRPS	[Polyangium] brachysporum	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales
BGC0001609.1	BGC0001609.1	Gliovirin biosynthetic gene cluster	nrps	NRPS	Trichoderma virens Gv29-8	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma
BGC0001611.1	BGC0001611.1	Guangnanmycin biosynthetic gene cluster	lantipeptide-nrps-transatpks	Others	Streptomyces sp. CB01883	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001614.1	BGC0001614.1	Hassallidin E biosynthetic gene cluster	nrps	NRPS	Planktothrix serta PCC 8927	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix
BGC0001615.1	BGC0001615.1	Hexose-palythine-serine / hexose-shinorine biosynthetic gene cluster	nrps	NRPS	Scytonema cf. crispum UCFS10	Bacteria,Cyanobacteria,Nostocales,Scytonemataceae,Scytonema
BGC0001620.1	BGC0001620.1	Ilamycins biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Streptomyces atratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001621.1	BGC0001621.1	Imizoquins biosynthetic gene cluster	nrps	NRPS	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001623.1	BGC0001623.1	Ishigamide biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. MSC090213JE08	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001627.1	BGC0001627.1	Isonitrile lipopeptides biosynthetic gene cluster	nrps	NRPS	Mycobacterium tuberculosis H37Rv	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex
BGC0001628.1	BGC0001628.1	JBIR-78 / JBIR-95 biosynthetic gene cluster	nrps	NRPS	Kibdelosporangium sp. AK-AA56	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium
BGC0001629.1	BGC0001629.1	Jessenipeptin biosynthetic gene cluster	nrps	NRPS	Pseudomonas sp. QS1027	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001630.1	BGC0001630.1	Kasumigamide biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	uncultured Candidatus Entotheonella sp.	Bacteria,Nitrospinae/Tectomicrobia group,Candidatus Tectomicrobia,Candidatus Entotheonella,environmental samples
BGC0001631.1	BGC0001631.1	Kasumigamide biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Microcystis aeruginosa NIES-87	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001635.1	BGC0001635.1	Kistamicin A biosynthetic gene cluster	nrps-t3pks	PKS-NRP_Hybrids	Nonomuraea sp. ATCC 55076	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0001636.1	BGC0001636.1	KK-1 biosynthetic gene cluster	nrps	NRPS	Curvularia clavata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Curvularia
BGC0001637.1	BGC0001637.1	Kleboxymycin biosynthetic gene cluster	nrps	NRPS	Klebsiella oxytoca	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
BGC0001641.1	BGC0001641.1	Kolossin biosynthetic gene cluster	nrps	NRPS	Photorhabdus luminescens subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
BGC0001646.1	BGC0001646.1	Lagriamide biosynthetic gene cluster	nrps-transatpks-terpene	Others	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001650.1	BGC0001650.1	Le-pyrrolopyrazines biosynthetic gene cluster	nrps	NRPS	Lysobacter enzymogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BGC0001652.1	BGC0001652.1	Limazepine C / limazepine D / limazepine E / limazepine F / limazepine A biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. ICBB 8177	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001657.1	BGC0001657.1	Lysocin biosynthetic gene cluster	nrps	NRPS	Lysobacter sp. RH2180-5	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BGC0001667.1	BGC0001667.1	Microcystin-LR / microcystin-FR / microcystin-LA / microcystin-LAba / microcystin-LM / microcystin-LV / microcystin-LL biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Fischerella sp. CENA161	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001671.1	BGC0001671.1	Monobactam biosynthetic gene cluster	hserlactone-nrps	Others	Agrobacterium tumefaciens	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium,Agrobacterium tumefaciens complex
BGC0001672.1	BGC0001672.1	Monobactam biosynthetic gene cluster	nrps	NRPS	[Flexibacter] sp. ATCC 35103	Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
BGC0001679.1	BGC0001679.1	N-acetyltryptophan biosynthetic gene cluster	nrps	NRPS	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001686.1	BGC0001686.1	N-octanoyl-Met-Phe-H biosynthetic gene cluster	nrps	NRPS	Clostridium sp. CAG:567	Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,environmental samples
BGC0001692.1	BGC0001692.1	Nematophin biosynthetic gene cluster	nrps	NRPS	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001695.1	BGC0001695.1	Neoantimycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces conglobatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001698.1	BGC0001698.1	Nevaltophins biosynthetic gene cluster	nrps	NRPS	Xenorhabdus budapestensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001699.1	BGC0001699.1	Nidulanin A biosynthetic gene cluster	nrps	NRPS	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001702.1	BGC0001702.1	Nocamycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Saccharothrix syringae	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
BGC0001703.1	BGC0001703.1	Nocuolin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Nostoc sp. CCAP 1453/38	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001704.1	BGC0001704.1	Nocuolin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Nodularia sp. HBU26	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Nodularia
BGC0001705.1	BGC0001705.1	Nodularin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Nostoc sp. CENA543	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001710.1	BGC0001710.1	Obafluorin biosynthetic gene cluster	hserlactone-nrps	Others	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001711.1	BGC0001711.1	Occidiofungin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Burkholderia pyrrocinia	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0001715.1	BGC0001715.1	Octapeptin C4 biosynthetic gene cluster	nrps	NRPS	Bacillus circulans	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001716.1	BGC0001716.1	Odilorhabdins biosynthetic gene cluster	nrps	NRPS	Xenorhabdus nematophila AN6/1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001717.1	BGC0001717.1	Okaramine B biosynthetic gene cluster	nrps-terpene	Others	Penicillium simplicissimum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001718.1	BGC0001718.1	Okaramine B / okaramine D biosynthetic gene cluster	nrps-terpene	Others	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001721.1	BGC0001721.1	Ornibactin biosynthetic gene cluster	nrps	NRPS	Burkholderia cepacia	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0001724.1	BGC0001724.1	Oxaleimide C biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Penicillium oxalicum 114-2	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001726.1	BGC0001726.1	Pactamides biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001728.1	BGC0001728.1	Paenilipoheptin biosynthetic gene cluster	nrps-transatpks	PKS-NRP_Hybrids	Paenibacillus polymyxa E681	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001734.1	BGC0001734.1	Penilumamide biosynthetic gene cluster	nrps	NRPS	Aspergillus sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001737.1	BGC0001737.1	Phenalamide biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Corallococcus coralloides	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Corallococcus
BGC0001738.1	BGC0001738.1	Phomasetin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Pyrenochaetopsis sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Cucurbitariaceae,Pyrenochaetopsis
BGC0001740.1	BGC0001740.1	Phthoxazolin biosynthetic gene cluster	nrps-transatpks	PKS-NRP_Hybrids	Streptomyces avermitilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001741.1	BGC0001741.1	Phyllostictine A / phyllostictine B biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Phyllosticta cirsii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Phyllostictaceae,Phyllosticta
BGC0001748.1	BGC0001748.1	Pseudospumigin A / pseudospumigin B / pseudospumigin C / pseudospumigin D / pseudospumigin E / pseudospumigin F biosynthetic gene cluster	nrps	NRPS	Nostoc sp. CENA543	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001750.1	BGC0001750.1	Pyrronazol B biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Nannocystis pusilla	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis
BGC0001751.1	BGC0001751.1	Pyxipyrrolone A / pyxipyrrolone B biosynthetic gene cluster	transatpks-nrps-t2pks	PKS-NRP_Hybrids	Pyxidicoccus sp. MCy9557	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Pyxidicoccus
BGC0001752.1	BGC0001752.1	Qinichelins biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. MBT76	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001754.1	BGC0001754.1	Ralsolamycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Ralstonia solanacearum GMI1000	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
BGC0001758.1	BGC0001758.1	Rhizomide A / rhizomide B / rhizomide C biosynthetic gene cluster	nrps	NRPS	Paraburkholderia rhizoxinica HKI 454	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
BGC0001760.1	BGC0001760.1	Rimosamide biosynthetic gene cluster	nrps	NRPS	Streptomyces rimosus subsp. rimosus ATCC 10970	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001763.1	BGC0001763.1	Rufomycin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Streptomyces atratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001764.1	BGC0001764.1	S56-p1 biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. SoC090715LN-17	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001766.1	BGC0001766.1	Salinamide A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. CNB091	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001767.1	BGC0001767.1	Salinichelins biosynthetic gene cluster	nrps	NRPS	Salinispora pacifica CNY331	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001768.1	BGC0001768.1	Sansalvamide biosynthetic gene cluster	nrps	NRPS	[Nectria] haematococca mpVI 77-13-4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium solani species complex
BGC0001771.1	BGC0001771.1	Scleric acid biosynthetic gene cluster	butyrolactone-nrps	Others	Streptomyces sclerotialus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001780.1	BGC0001780.1	Siphonazole biosynthetic gene cluster	nrps-transatpks	PKS-NRP_Hybrids	Herpetosiphon sp. B060	Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon
BGC0001790.1	BGC0001790.1	Sulfazecin biosynthetic gene cluster	nrps	NRPS	Pseudomonas acidophila	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001791.1	BGC0001791.1	Sunshinamide biosynthetic gene cluster	nrps	NRPS	Gynuella sunshinyii YC6258	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Gynuella
BGC0001792.1	BGC0001792.1	Surugamide A / surugamide D biosynthetic gene cluster	nrps	NRPS	Streptomyces albus J1074	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001796.1	BGC0001796.1	Tauramamide biosynthetic gene cluster	nrps	NRPS	Brevibacillus laterosporus DSM 25	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0001800.1	BGC0001800.1	Theonellamide biosynthetic gene cluster	t1pks-nrps-bacteriocin	Others	Candidatus Entotheonella serta	Bacteria,Nitrospinae/Tectomicrobia group,Candidatus Tectomicrobia,Candidatus Entotheonella
BGC0001801.1	BGC0001801.1	Thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin biosynthetic gene cluster	nrps	NRPS	Streptomyces venezuelae ATCC 10712	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001805.1	BGC0001805.1	Tilivalline biosynthetic gene cluster	nrps	NRPS	Klebsiella oxytoca	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
BGC0001806.1	BGC0001806.1	Tolaasin biosynthetic gene cluster	nrps	NRPS	Pseudomonas tolaasii	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001807.1	BGC0001807.1	Totopensamide biosynthetic gene cluster	t1pks-nrps-t3pks	PKS-NRP_Hybrids	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001813.1	BGC0001813.1	Tyrobetaine biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. NRRL WC-3703	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001814.1	BGC0001814.1	Ulleungmycin biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. KCB13F003	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001816.1	BGC0001816.1	Valactamide A biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Shuttle vector AtFAC9J20	other sequences,artificial sequences,vectors
BGC0001818.1	BGC0001818.1	Vazabitide A biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. SANK 60404	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001820.1	BGC0001820.1	Verticillin biosynthetic gene cluster	nrps	NRPS	Gliocladium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Gliocladium
BGC0001821.1	BGC0001821.1	Verticillins biosynthetic gene cluster	nrps	NRPS	Gliocladium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Gliocladium
BGC0001822.1	BGC0001822.1	Vioprolide biosynthetic gene cluster	nrps	NRPS	Cystobacter sp.	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Cystobacter
BGC0001823.1	BGC0001823.1	Weishanmycin biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. CB02120-2	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001824.1	BGC0001824.1	Xefoampeptides A-G biosynthetic gene cluster	nrps	NRPS	Xenorhabdus beddingii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001825.1	BGC0001825.1	Xenematides biosynthetic gene cluster	nrps	NRPS	Xenorhabdus nematophila AN6/1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001826.1	BGC0001826.1	Xeneprotides A-C biosynthetic gene cluster	nrps	NRPS	Xenorhabdus sp. KJ12.1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001829.1	BGC0001829.1	α,β-epoxyketone biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces chromofuscus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
CS200_c00001_NODE_1_...cluster025	c00022_NODE_22..	NODE_22_length_468028_cov_8.483581	nrps	NRPS		
CS202_c00001_NODE_1_...cluster026	c00156_NODE_15..	NODE_156_length_118244_cov_5.286640	nrps	NRPS		
CS203_c00001_NODE_1_...cluster210	c15835_NODE_15..	NODE_15835_length_5437_cov_1.103013	nrps	NRPS		
CS204_c00001_NODE_1_...cluster139	c05891_NODE_58..	NODE_5891_length_10684_cov_6.711661	nrps	NRPS		
CS211_c00001_NODE_1_...cluster220	c11581_NODE_11..	NODE_11581_length_7530_cov_2.120897	nrps	NRPS		
CS211_c00001_NODE_1_...cluster239	c14096_NODE_14..	NODE_14096_length_6513_cov_1.914814	nrps	NRPS		
